example_id,customer_tweet_id,support_tweet_id,customer_message,support_response,customer_created_at,support_created_at,pairing_method,intent,expected_action,reason_for_escalation,difficulty
103,2329406,2329408,@AskPlayStation Thannks. I'm now following you,@674469 You are welcome. Thanks for the follow. Please check your DM's for further instructions.,2017-10-20 01:50:49+00:00,2017-10-20 02:05:07+00:00,support_parent,,,,
104,2362238,2362237,@AskPlayStation @117014 so my uncles ps4 blew up an it doesnt work anymore how exactly do we fix that? 🤔,@682085 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.,2017-11-13 21:01:33+00:00,2017-11-13 21:15:03+00:00,support_parent,,,,
105,945376,945375,"@AskPlayStation. Trying to get a PSN live chat but it keeps saying there's no user with my online id, i put everything correct, Help","@344164 Sure we can help! Please follow us, so we can give you further assistance via Direct Message. Thanks",2017-10-21 14:24:36+00:00,2017-10-21 17:14:17+00:00,support_parent,,,,
106,2535486,2535484,@AskPlayStation issues with restore licenses,@265579 We have sent you a DM.,2017-11-16 07:37:32+00:00,2017-11-16 07:41:16+00:00,support_parent,,,,
107,1554602,1554601,"@116216 tengo una duda hacerca de un cupon de subscripción de 3 meses a PS Plus, compre una consola el dia de hoy y no se cual es el cupon, me podrian ayudar?",@480838 Hola Daniel! Por favor revisa tus mensajes directos para asistencia.,2017-11-25 03:45:54+00:00,2017-11-26 03:17:49+00:00,support_parent,,,,
108,1429054,1429053,@AskPlayStation this message keeps coming up when I only use Paypal - no other cards - I've also waited over 24-48 and it doesn't work still https://t.co/OEjhiIkg02,"@451937 Hi Ben. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",2017-11-02 05:27:29+00:00,2017-11-02 06:20:21+00:00,support_parent,,,,
109,204711,204710,@AskPlayStation  how can i refund a pre ordered game?,@164476 Good question! For help with that request please use the following link https://t.co/MInrgZSl48,2017-10-04 17:30:27+00:00,2017-10-04 17:38:36+00:00,support_parent,,,,
110,1039700,1039699,"@AskPlayStation I have a wireless connection.I don't see any error codes,it only says ''Cannot chat with .... due to NAT Type problem''",@365986 Thanks for that info. Start your PS4 in safe mode and select Restore Default Settings: https://t.co/OOaq76kzAA,2017-10-23 03:24:49+00:00,2017-10-23 03:27:11+00:00,support_parent,,,,
111,2437037,2437036,"@AskPlayStation Hello, I no longer have access to the email associated to my Playstation account. Can you assist?","@699116 Sure we can help! Please follow us, so we can give you further assistance via Direct Message. Thanks",2017-10-29 10:01:22+00:00,2017-10-29 15:16:28+00:00,support_parent,,,,
112,300264,300263,"@AskPlayStation Help!! After accepting the policy rules, an error occurs and I can not make the account. https://t.co/BzbIFQTUin",@187607 No worries! Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!,2017-10-05 20:32:14+00:00,2017-10-06 20:14:33+00:00,support_parent,,,,
113,218611,218610,@AskPlayStation Your reply is not showing up for me. Can you rather please DM me??,@168131 Hello Nick! Please power cycle your network devices one more time and try again: https://t.co/UUMNDRIFMj,2017-10-04 15:01:04+00:00,2017-10-05 01:45:15+00:00,support_parent,,,,
114,425585,425584,"@AskPlayStation I can't receive a Verification Code, forgot my Backup Codes. I can't sign-in to my PS4 or [account management] via web browser",@216227 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.,2017-10-19 20:01:26+00:00,2017-10-19 20:10:19+00:00,support_parent,,,,
115,1312767,1312766,@AskPlayStation I can't pre download assassins creed origins. Any reason why?,@288722 Sorry to know that. Do you see any kind of error message or error code? Please provide us more details,2017-10-26 16:55:52+00:00,2017-10-27 06:20:33+00:00,support_parent,,,,
116,2682559,2682556,@AskPlayStation There we go thank you very much,@754606 Here to help! We have sent you a Direct Message via Twitter with further instructions.,2017-10-31 16:20:00+00:00,2017-10-31 16:23:29+00:00,support_parent,,,,
117,182764,182763,@AskPlayStation I've done that twice now. Still no change.,@159004 Are you getting any error code or message?,2017-11-25 01:22:15+00:00,2017-11-25 01:24:53+00:00,support_parent,,,,
118,2214399,2214398,@AskPlayStation I cannot access the HZD frozen wildlands dlc. It says it installed. What is the problem?!,@647080  Hi Kurt. Please check the information in the next link: https://t.co/Il0HpE62Jy,2017-11-10 02:56:07+00:00,2017-11-10 04:29:24+00:00,support_parent,,,,
119,225201,225203,"@AskPlayStation @169793 It's not a PSN problem, its my network problem?  When everything else but the PS4 is fine?  Have tried different cable, plugged direct, nil","@169794 Hey Joel. Please do a power cycle and try again, steps here: https://t.co/S5KSYudd6K",2017-10-05 10:43:52+00:00,2017-10-05 13:29:04+00:00,support_parent,,,,
120,2967410,2967409,@AskPlayStation hey i am having troubles login into my account and would need some help,"@818607 Hey Elliot. Sorry for the late reply, if the issue continue, are you getting any error code or message?",2017-11-28 17:19:25+00:00,2017-11-29 23:22:10+00:00,support_parent,,,,
121,877326,877325,"@116216 tengo este problema a veces cuando estoy en el navegador de la ps4 ,ayuda! Ya formatie la ps4! https://t.co/YoOVNbfy6E",@328262 ¡Hola! En este artículo podras encontrar algunos pasos de acuerdo al error CE-36329-3: https://t.co/S0DGMTxnBU,2017-10-20 00:28:07+00:00,2017-10-20 17:17:24+00:00,support_parent,,,,
122,1642961,1642960,@AskPlayStation the conversation. And it's not inappropriate? I'm 53 my youngest son is 12 I really don't want him subjected to this online https://t.co/uiSwfv1w6T,@502186 Hello there. Let's look into that. Please check your DM's for further instructions.,2017-11-06 00:22:04+00:00,2017-11-06 00:30:35+00:00,support_parent,,,,
123,339005,339004,@AskPlayStation I redeemed a code and it's not showing up on my game,@196513 Hello! Please check your Direct Messages for further assistance.,2017-10-07 23:06:08+00:00,2017-10-07 23:09:14+00:00,support_parent,,,,
124,357479,357481,@AskPlayStation THERE IS NO NEED FOR DETAILS JUST GIVE ME MY ACCOUNT BACK!,@200888 Please check your direct messages.,2017-10-08 15:43:24+00:00,2017-10-08 15:48:11+00:00,support_parent,,,,
125,2315723,2315722,@AskPlayStation I did Rebuild database and the lagging and freezing did downgrade.... But when I opened the Internet it starting lagging and freezing a lot again and my ps4 restarted by itself.,@671456 Thank you for trying the steps. Start your PS4 in safe mode and select Update System Software: https://t.co/OOaq76kzAA,2017-11-13 08:46:24+00:00,2017-11-13 14:33:47+00:00,support_parent,,,,
126,1298810,1377583,@AskPlayStation Why don't I have NBA tv..,@239772 We can help! Please follow us on Twitter and send us a DM so we can assist you further! https://t.co/blzF3DVIo0,2017-10-28 02:05:47+00:00,2017-10-28 03:08:12+00:00,support_parent,,,,
127,390560,390559,@AskPlayStation can an external hard drive be used on a PS3 to store games?,"@208466 Happy to answer your questions! No, the PS3 is not compatible with external hard drives like the PS4.",2017-10-09 14:49:56+00:00,2017-10-09 15:31:33+00:00,support_parent,,,,
128,407209,407208,@AskPlayStation recently updated to the newest update. Turned on my PlayStation and now my TV doesn’t recognize the PlayStation.,@212060 Here to help! Have you tried another HDMI cord? Also lets try another TV.,2017-10-09 15:44:15+00:00,2017-10-09 21:55:02+00:00,support_parent,,,,
129,959124,959126,@AskPlayStation Never mind. It was a PS4 and we found the manual eject screw but it wasn’t clear where it was,@347569 Altight! Tweet us back if you need further assistance,2017-10-14 09:03:23+00:00,2017-10-14 13:42:09+00:00,support_parent,,,,
130,967104,967103,@AskPlayStation I've been having issues with Vue all day studdering and not loading channels but full strength signal,@349540 Sorry to read that. Please follow the steps in the link to improve your Vue experience: https://t.co/exGSmC6GCt,2017-10-22 00:01:16+00:00,2017-10-22 00:05:02+00:00,support_parent,,,,
131,2512988,2512987,@116216 Hola no puedo visualizar la pantalla en la app de ps4 en mi celu como puedo arreglarlo,@716179 Hola Cristian! Por favor revisa la información en el enlace: https://t.co/gJzfNnUBWb,2017-10-29 16:05:35+00:00,2017-10-30 06:37:59+00:00,support_parent,,,,
132,2942900,2942899,"@AskPlayStation Day 2 not being able to watch anything in ""my shows"". When I do it says a problem streaming. Then I have restart Vue just to get live tv back",@813048 We would be happy to look into that for you! Please follow us on Twitter and send us a DM so we can assist you further!,2017-11-29 02:59:39+00:00,2017-11-29 14:14:49+00:00,support_parent,,,,
133,677451,677453,@AskPlayStation sorry it didn't helpful in my case. There's no policy about this. What should I suppose to do now ?,"@281599 Please follow us, so we can give you further assistance via Direct Message. Thanks!",2017-11-23 08:28:48+00:00,2017-11-23 14:08:44+00:00,support_parent,,,,
134,2315721,2315720,@AskPlayStation I’m trying to play Hidden Agenda but it won’t connect with 2 iPhone 6+ and  1 iPad w/ iOS 11. It only connects with two other android phones.,"@671455 Sorry to hear that! For further investigation please discuss this in our Community forums, here: https://t.co/F3J4l2vJHb",2017-11-13 09:50:01+00:00,2017-11-13 14:38:13+00:00,support_parent,,,,
135,1595626,1595628,@AskPlayStation Doesn't work either,"@490244  Sorry for the inconvenience. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",2017-11-04 22:11:31+00:00,2017-11-04 22:15:12+00:00,support_parent,,,,
136,2717742,2717741,@AskPlayStation Still doesn’t work.,@762793 Thanks for trying that. Please check your DM's for further instructions.,2017-11-20 07:18:41+00:00,2017-11-20 07:20:38+00:00,support_parent,,,,
137,223305,223307,"@AskPlayStation I can sign in now, but the connection to psn is failing every time I do a network test. Already tested over 10 times",@169341 Sorry about that. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,2017-10-05 04:45:39+00:00,2017-10-05 04:47:42+00:00,support_parent,,,,
138,1978472,1978471,@AskPlayStation I had DMD you can you guys help me with something,@585804 Hi there. We have seen your DM and have replied. Looking forward to helping you out.,2017-10-29 02:11:10+00:00,2017-10-29 02:14:49+00:00,support_parent,,,,
139,2729820,2729821,"@AskPlayStation Yepp, I try to keep the shelf it sits on a wiped down and dust free.  Same with the PS4 itself.",@765342 Seems that the console requires service. Details to request service online are available here: https://t.co/i6nPDcNQo7,2017-11-21 06:20:11+00:00,2017-11-21 06:23:47+00:00,support_parent,,,,
140,1243565,1243563,"@AskPlayStation hi can someone get back to me ASAP, no response for 2 days",@411739 Sorry for the delay. Would you be so kind and tell us how can we help you?,2017-10-25 19:48:58+00:00,2017-10-25 23:28:16+00:00,support_parent,,,,
141,743657,743658,"@AskPlayStation Dear frieds. I have tried that already. Also, I cannot get a prepaid card where I currently live. I can only use credit card and PayPal.","@297817 Please follow us on Twitter and let us know once you do, so we can send you a DM.",2017-10-11 16:44:54+00:00,2017-10-11 16:47:51+00:00,support_parent,,,,
142,1337642,1337644,@AskPlayStation How long till i get the email?,"@432005 Please follow us on Twitter and let us know once you do, so we can send you a DM.",2017-10-28 02:49:52+00:00,2017-10-28 02:53:17+00:00,support_parent,,,,
143,2806811,2806812,"@AskPlayStation Jajajajaja bueno muchas gracias, excelente atencion, disculpa por las molestias",@782820 ¡Estamos para servirte!,2017-11-22 04:02:33+00:00,2017-11-22 04:05:25+00:00,support_parent,,,,
144,340069,340071,@AskPlayStation Thanks!!,@197212 No problem!,2017-10-08 00:21:10+00:00,2017-10-08 00:24:03+00:00,support_parent,,,,
145,950524,950525,@AskPlayStation managed to update successfully 100% when tethering thru 4G smartphone. Something wrong either with ISP or router. Thank you for the patient.,@345454 You are welcome. Tweet us back anytime,2017-10-27 00:51:28+00:00,2017-10-27 00:53:12+00:00,support_parent,,,,
146,2917377,2917376,@AskPlayStation how can I unlink an EA account using a old deleted email? I created a second EA account but can't connect it.,"@807501 Glad to assist. Please follow the next link, for assistance from EA: https://t.co/FeIPR8zxso",2017-11-27 22:11:10+00:00,2017-11-28 23:46:02+00:00,support_parent,,,,
147,1744454,1744453,11 hours later the problem is solved! https://t.co/tTAo50stOU,@518948 Glad to hear it!,2017-11-07 13:13:41+00:00,2017-11-07 14:31:11+00:00,support_parent,,,,
148,2149737,2149736,@AskPlayStation Why no response?,@192845 We are glad to help. Please go into safe mode in both consoles and choose the option 6 Initialize PS4 https://t.co/OOaq76kzAA,2017-11-08 17:34:49+00:00,2017-11-09 00:41:55+00:00,support_parent,,,,
149,1027833,1027834,@AskPlayStation I did that and it didn't help.,"@363234 Let's look into that. Please make sure you are following us, so we can assist you better via a Direct Message.",2017-10-23 04:18:10+00:00,2017-10-23 04:26:34+00:00,support_parent,,,,
150,938827,938826,@116216 La ps4 pro no manda señal al tv si esta conectada con la unidad de procesamiento psvr. Con el hdmi directo al tv si funciona.,@342553 Hola Diego. ¿Has tratado de utilizar un cable diferente? Verifica que los cables se encuentran conectados adecuadamente.,2017-10-21 18:28:01+00:00,2017-10-21 18:34:27+00:00,support_parent,,,,
151,52057,52055,Hey @AskPlayStation I've been having issues with the PlayStation messaging app,@127703 Here to help! Please provide us more details about the issue that you are having in order to better assist you.,2017-11-01 16:58:54+00:00,2017-11-01 18:13:54+00:00,support_parent,,,,
152,2099477,2099475,"@AskPlayStation tried using the chat online, but got instantly blocked as soon as I submitted the form. https://t.co/Q1WJxsg0wL","@366346 Please follow us on Twitter and let us know once you do, so we can send you a DM.",2017-11-08 02:53:03+00:00,2017-11-08 03:20:53+00:00,support_parent,,,,
153,418223,418224,@AskPlayStation Much appreciated.,@140941 You are welcome anytime.,2017-10-10 04:43:25+00:00,2017-10-10 04:49:21+00:00,support_parent,,,,
154,2667716,2667717,@AskPlayStation I have followed this and he can’t go online with his profile. I don’t understand what I have done wrong?,@751493 What error message or error code does he receive? Is his account a child account? Does he have PS Plus purchased?,2017-11-19 14:22:20+00:00,2017-11-19 14:43:14+00:00,support_parent,,,,
155,1367882,1367881,@127852 @AskPlayStation hi I bought a prepaid code for Fifa points and they haven’t been added onto,@438427 Sorry to know that. Please follow the steps in the next link for issues downloading DLC: https://t.co/PR9L0S0kEu,2017-10-26 20:32:33+00:00,2017-10-27 22:27:41+00:00,support_parent,,,,
156,2862915,2862914,"@AskPlayStation 
How do I get a refund for a game that won't download?","@795258 For refund info, please check the following link: https://t.co/MInrgZSl48",2017-11-27 23:17:57+00:00,2017-11-27 23:20:25+00:00,support_parent,,,,
157,368968,368970,@AskPlayStation It goes blank,@203425 Do you have a PS3 or a PS4? Do you have a wired or a wireless connection? Do you see an error?,2017-10-08 22:11:55+00:00,2017-10-08 22:26:00+00:00,support_parent,,,,
158,347684,347683,@AskPlayStation how can i refund stuff,"@198802 Hi there! For refund info, please check the following link: https://t.co/MInrgZSl48",2017-10-08 05:30:43+00:00,2017-10-08 05:32:51+00:00,support_parent,,,,
159,668778,668777,@AskPlayStation Followed y’all,@279475 Thanks for the follow. We have sent you a DM.,2017-11-23 03:52:37+00:00,2017-11-23 03:57:17+00:00,support_parent,,,,
160,1499437,1499439,@AskPlayStation @468137 @AskPlayStation pleas answer my i am tengojimboba. i need yor help i have a big problme.,"@468138 Happy to help, please send us a Direct Message so we can assist you.",2017-11-03 15:09:40+00:00,2017-11-03 15:16:26+00:00,support_parent,,,,
161,1156578,1156577,@AskPlayStation ugh I’ve been asking for your help for 2 days straight !!,"@371390 Sorry for the inconvenience. Please follow the steps in the next link to restore licenses and check again:
https://t.co/WATnmgS37Z",2017-10-15 17:57:19+00:00,2017-10-15 18:04:53+00:00,support_parent,,,,
162,2381655,2381654,@AskPlayStation hey. I want a refund for NHL18. The game is glitchy garbage and Im not happy.,"@686642 Hi! For refund info, please check the following link: https://t.co/MInrgZSl48",2017-11-14 05:29:47+00:00,2017-11-14 05:34:11+00:00,support_parent,,,,
163,2628159,2645876,"@121984 E para quem está preso na versão 4.74 do software do sistema? Com o erro E-801809A8 não dá para atualizar para as versões 5.00 ou 5.01. Sem PSN, como baixo?",@746503 Boa noite Gustavo! Tem que baixar a atualização e instalar ela seguindo os passos deste link: https://t.co/58zlkcAJ57,2017-11-17 18:07:26+00:00,2017-11-17 22:19:24+00:00,support_parent,,,,
164,2243068,2243067,"@AskPlayStation tengo cuenta USA y CoDWWll viene en ingles, no lo puedo poner en español, quiero reembolso.","@653921 Hola. Por favor revisa tus Mensajes Directos, para más información.",2017-11-10 21:32:06+00:00,2017-11-10 21:56:50+00:00,support_parent,,,,
165,1645380,1645379,@AskPlayStation tengo un problema muy grave como me comunico con ustedes?,@502782 Hola! Por favor dejanos saber el problema que estas experimentando.,2017-11-05 17:10:01+00:00,2017-11-06 01:44:00+00:00,support_parent,,,,
166,1250515,1250514,@AskPlayStation hi this player keep invite me like 100 team can you band hem for a week or warning hem ? https://t.co/lUkBQE74Fo,@413387 Hi there. Please report inappropriate or abusive users by following the steps in this link: https://t.co/vT0D2O1hPF,2017-10-25 22:36:56+00:00,2017-10-26 03:58:46+00:00,support_parent,,,,
167,1597510,1597509,"@AskPlayStation I’m getting error code NW-34345-9 on my PS4, all other devices are fine on my WiFi but PS4 won’t connect, can you help?",@490733 Hello Gareth. Let's look into that. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,2017-11-04 22:02:00+00:00,2017-11-05 02:58:26+00:00,support_parent,,,,
168,1698154,1698153,@AskPlayStation my ps4 is stuck on safe mode how do I get out of it?,"@515057 Hi there, Please try selecting the option number #5 (Rebuild database)
Let us know the results!",2017-11-06 22:51:04+00:00,2017-11-06 23:30:27+00:00,support_parent,,,,
169,2315756,2315755,"@AskPlayStation Thank you for answer, but i tried many times, we use ps4 and ps4 pro",@661594 We have sent you a Direct Message via Twitter with further instructions.,2017-11-13 14:04:52+00:00,2017-11-13 14:15:07+00:00,support_parent,,,,
170,694663,694660,@AskPlayStation I’m having trouble buying games from the PSN store. It’s been telling me “we’ve encountered an error while processing your order. Please try again later.” For the past 24 hours. My payment info is correct. Any ideas?,@285656 Odd! Are you making the purchase via PC or through the console?,2017-11-23 07:09:19+00:00,2017-11-23 15:30:00+00:00,support_parent,,,,
171,310928,310926,"@AskPlayStation Hi playstation support, im having a problem regarding a payment method. I was trying to buy 2 DLC in playstation store using credit/debit card but it's not working and diplays error. i think it has something to do with region. can u please help?",@190256 Hello Nikko. Let's look into that. Do you see an error message or an error code? Please provide us more details.,2017-10-07 02:29:23+00:00,2017-10-07 02:32:44+00:00,support_parent,,,,
172,550278,550277,@AskPlayStation why did the feature of deactivating the primary account from the phone is not working anymore? I can't put my account as primary in my new ps4 and I have no access of the other ps4 it was on.,@248183 Hello Steven! Please follow the steps in the next link to deactivate all other consoles via PC: https://t.co/BZwY1dGjre,2017-12-02 18:27:25+00:00,2017-12-02 18:42:22+00:00,support_parent,,,,
173,242656,242654,@AskPlayStation is there anyway to let my kid play FIFA online and to make him an EA account through the ps4?,@173644 Here to help! Does your kid have a PS plus membership?,2017-10-03 17:05:54+00:00,2017-10-03 18:22:55+00:00,support_parent,,,,
174,1376613,1376612,@117014 @158307 @AskPlayStation I can't add the bundle to cart or even see what the price is! Help pls. #PlayStation #AssassinsCreedOrigins,@440461 Hello there. Please reach out to @149601 for more assistance Or use the following link: https://t.co/ofKDP7ZN7N,2017-10-27 07:17:47+00:00,2017-10-28 02:28:31+00:00,support_parent,,,,
175,259133,259132,@AskPlayStation I Logged Out Of My Account And I Didnt Know My Password I Put Forgot Password I Remembered It But i Had To Verify It By DOB,@177623 We can help! Please check your direct messages.,2017-10-04 20:02:29+00:00,2017-10-05 20:15:32+00:00,support_parent,,,,
176,1296531,1296532,@AskPlayStation Already did,@362624 Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!,2017-10-26 22:10:15+00:00,2017-10-26 22:12:48+00:00,support_parent,,,,
177,1750050,1750052,@AskPlayStation OK what should i do if that does not work,"@527422 If the PS4 is having problems reading discs check out the next article: 
https://t.co/pOf68PqSef",2017-11-07 17:47:49+00:00,2017-11-07 18:20:07+00:00,support_parent,,,,
178,1405703,1405705,"@AskPlayStation In game, it said add ons available for download, when I go to the store, this this is what shows https://t.co/z4yV3gSlod",@446767 Sorry to hear that Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z,2017-10-28 22:37:06+00:00,2017-10-28 22:43:04+00:00,support_parent,,,,
179,1252732,1252734,@AskPlayStation Okay thank you,"@413860 You are very welcome, we can't wait to have you start Vueing!",2017-10-27 17:57:23+00:00,2017-10-27 18:27:22+00:00,support_parent,,,,
180,374042,374041,@AskPlayStation my PS4 was stollen. How do i deactivate my profile off that console?,@204667 Oh no! Please follow the steps in the next link to deactivate your console via PC: https://t.co/cwlbAhAeJv,2017-10-09 00:38:59+00:00,2017-10-09 00:43:34+00:00,support_parent,,,,
181,2810974,2810973,@AskPlayStation can a digital PS Plus membership code be redeemed at anytime?,@783887 Hello Spencer! Please check your DMs for assistance.,2017-11-20 18:58:13+00:00,2017-11-22 06:58:51+00:00,support_parent,,,,
182,828169,828168,@AskPlayStation Works perfectly,@317291 Glad to hear that. Let us know if there's anything we can lend a hand with!,2017-10-13 02:27:48+00:00,2017-10-13 02:29:56+00:00,support_parent,,,,
183,1972748,1972751,@AskPlayStation @584300 It happens With all the games updates for me,@469288 Please power cycle your network devices and try again: https://t.co/Vp85fRXkHX,2017-10-18 17:51:00+00:00,2017-10-18 17:58:31+00:00,support_parent,,,,
184,2364000,2363998,@AskPlayStation Y como miro la region del disco,@682530 Porfavor siguenos para poder enviarte mas instrucciones en tus Mensajes Directos,2017-11-13 22:19:25+00:00,2017-11-13 22:26:40+00:00,support_parent,,,,
185,103322,103321,@121984 ei pq minha conta foi banida?,@138742 Boa tarde Luis ! No seguinte link vai encontrar informações sobre contas e consoles banidos:https://t.co/qJuGmIHP9H,2017-11-30 00:56:25+00:00,2017-11-30 17:52:02+00:00,support_parent,,,,
186,410724,410723,@AskPlayStation Why have I found 5 add-ons released in the last 30 days that aren't in the New Add-Ons section of the store?,"@212972 Sorry for the delay. Please follow us and send us a Direct Message, we look forward to your reply.",2017-10-08 01:48:44+00:00,2017-10-09 23:52:47+00:00,support_parent,,,,
187,968988,968987,"@AskPlayStation hello, 
see the picture, my question is on it https://t.co/spYaFDNLSR",@350019 Here to help! Please format a USB in FAT 32 and follow the steps in this link: https://t.co/RhaVd8jm8i,2017-10-20 14:19:08+00:00,2017-10-22 06:32:34+00:00,support_parent,,,,
188,1506445,1506443,@AskPlayStation my friend did something to my PS4 and every since it has been saying liscense has expired every so often. How do I fix this?,@469620 Hello Sam. Let's look into that. Restore Licenses to refresh your privileges and try again: https://t.co/zuLywYmK36,2017-10-15 17:34:01+00:00,2017-10-16 23:28:22+00:00,support_parent,,,,
189,638604,638603,"@AskPlayStation It let me now, thanks",@271458 Glad to hear it!,2017-11-22 19:38:26+00:00,2017-11-22 19:41:42+00:00,support_parent,,,,
190,1782546,1782544,@AskPlayStation I need help the app fortnite won’t download and it stops at 4.599GB,@399370 Hi there. Sorry for the delayed response and to hear about this issue. Are you getting an error message or a code?,2017-10-17 01:11:04+00:00,2017-10-17 23:11:15+00:00,support_parent,,,,
191,339294,339292,Hey @AskPlayStation can you help me plz,@197015 Sorry to hear that! Are you running into an error code or message? Let us know!,2017-10-07 23:16:51+00:00,2017-10-07 23:20:07+00:00,support_parent,,,,
192,1885793,1885792,"@AskPlayStation someone appears to have changed my psn password and put their own mobile on the 2 step locking me out, how can I resolve?","@562482 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply.",2017-10-29 01:19:05+00:00,2017-10-29 01:21:45+00:00,support_parent,,,,
193,2510521,2510523,"@AskPlayStation I in general cant use it, i tried adding funds and it didn't let me, later got an email saying something about an agreement being cancelled",@715618 Let's look into that. Please check your DM's for further instructions.,2017-10-30 04:47:10+00:00,2017-10-30 04:51:45+00:00,support_parent,,,,
194,2703473,2703472,"@AskPlayStation Hello,
Earlier this week I purchased Fifa 18 for 60$, and now it's on sale for like 35$, is there a way I can get the money difference back + tried to contact livechat it says you've been blocked.","@759330 Hi there! For refund info, please check the following link: https://t.co/MInrgZSl48",2017-11-19 15:35:25+00:00,2017-11-19 21:24:49+00:00,support_parent,,,,
195,1367410,1367412,@AskPlayStation Those links didn't help. It says the card is inactive when I enter the code.  What do I do now?,@438315 We have sent you a Direct Message via Twitter with further instructions.,2017-10-16 14:56:24+00:00,2017-10-16 15:02:50+00:00,support_parent,,,,
196,2257050,2257048,@AskPlayStation so i accidently deleted my main ps4 account that had my ps4 plus membership on it. So i tried to log back into the account and it wouldnt let me it said my password was wrong. So my membership is gone since the account is gone. How do i get the account back?,@657345  Glad to help. Please follow us via Twitter so we can send you a DM with further instructions. Thanks!,2017-11-11 00:49:39+00:00,2017-11-11 00:59:28+00:00,support_parent,,,,
197,795365,795364,"@AskPlayStation why am I suddenly seeing things in Spanish,why can I no longer sign-in to my account on mobile/PC? US acct,never happened b4 https://t.co/RT2hHnt9Kh","@309635 Very odd. Please try safe mode option 4 Restore Default Settings 
https://t.co/OOaq76kzAA 
Are you getting any error code or message?",2017-10-12 11:12:13+00:00,2017-10-12 14:27:24+00:00,support_parent,,,,
198,2743262,2743264,"@AskPlayStation Hey thanks for the fast Support. Did this twice, without any solution.",@768377 Thank you for trying the steps. Please follow us via Twitter so we can send you a DM with further instructions. Thanks!,2017-11-20 18:58:25+00:00,2017-11-20 19:03:54+00:00,support_parent,,,,
199,1744914,1744916,@AskPlayStation No ive done that and it doesn5,@526182 Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!,2017-10-17 20:41:09+00:00,2017-10-17 20:43:30+00:00,support_parent,,,,
200,2645067,2645062,@AskPlayStation I need help buying a PlayStation plus on my account it won’t let me,@746292 Sorry to know that. Do you see any kind of error message or error code?,2017-10-31 04:44:13+00:00,2017-10-31 04:47:18+00:00,support_parent,,,,
